/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/BkgMC/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-10-MaxP-10000-MinTheta-91-MaxTheta-179_cosmuogen_v5.0.0.root, 5.0.8, BkgMC, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-20000-MinTheta-91-MaxTheta-179-SurfaceDepth-e5_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-20000-MinTheta-91-MaxTheta-179-SurfaceDepth-e6_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-2500-MinTheta-91-MaxTheta-179-SurfaceDepth-e2_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-2500-MinTheta-91-MaxTheta-179-SurfaceDepth-e3_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-2500-MinTheta-91-MaxTheta-179-SurfaceDepth-e4_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-2500-MinTheta-91-MaxTheta-179-SurfaceDepth-e5_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-2500-MinTheta-91-MaxTheta-179-SurfaceDepth-e6_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-3000-MinTheta-91-MaxTheta-179-SurfaceDepth-e2_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-3000-MinTheta-91-MaxTheta-179-SurfaceDepth-e3_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-3000-MinTheta-91-MaxTheta-179-SurfaceDepth-e4_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-3000-MinTheta-91-MaxTheta-179-SurfaceDepth-e5_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-3000-MinTheta-91-MaxTheta-179-SurfaceDepth-e6_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-30000-MinTheta-91-MaxTheta-179-SurfaceDepth-e2_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-30000-MinTheta-91-MaxTheta-179-SurfaceDepth-e3_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-30000-MinTheta-91-MaxTheta-179-SurfaceDepth-e4_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-30000-MinTheta-91-MaxTheta-179-SurfaceDepth-e5_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-30000-MinTheta-91-MaxTheta-179-SurfaceDepth-e6_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-3500-MinTheta-91-MaxTheta-179-SurfaceDepth-e2_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-3500-MinTheta-91-MaxTheta-179-SurfaceDepth-e3_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-3500-MinTheta-91-MaxTheta-179-SurfaceDepth-e4_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-3500-MinTheta-91-MaxTheta-179-SurfaceDepth-e5_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-3500-MinTheta-91-MaxTheta-179-SurfaceDepth-e6_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-4000-MinTheta-91-MaxTheta-179-SurfaceDepth-e2_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-4000-MinTheta-91-MaxTheta-179-SurfaceDepth-e3_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-4000-MinTheta-91-MaxTheta-179-SurfaceDepth-e4_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-4000-MinTheta-91-MaxTheta-179-SurfaceDepth-e5_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-4000-MinTheta-91-MaxTheta-179-SurfaceDepth-e6_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-40000-MinTheta-91-MaxTheta-179-SurfaceDepth-e2_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-40000-MinTheta-91-MaxTheta-179-SurfaceDepth-e3_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-40000-MinTheta-91-MaxTheta-179-SurfaceDepth-e4_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-40000-MinTheta-91-MaxTheta-179-SurfaceDepth-e5_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-40000-MinTheta-91-MaxTheta-179-SurfaceDepth-e6_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-4500-MinTheta-91-MaxTheta-179-SurfaceDepth-e2_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-4500-MinTheta-91-MaxTheta-179-SurfaceDepth-e3_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-4500-MinTheta-91-MaxTheta-179-SurfaceDepth-e4_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-4500-MinTheta-91-MaxTheta-179-SurfaceDepth-e5_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-4500-MinTheta-91-MaxTheta-179-SurfaceDepth-e6_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-5000-MinTheta-91-MaxTheta-179-SurfaceDepth-e2_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-5000-MinTheta-91-MaxTheta-179-SurfaceDepth-e3_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-5000-MinTheta-91-MaxTheta-179-SurfaceDepth-e4_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-5000-MinTheta-91-MaxTheta-179-SurfaceDepth-e5_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-5000-MinTheta-91-MaxTheta-179-SurfaceDepth-e6_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-50000-MinTheta-91-MaxTheta-179-SurfaceDepth-e2_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-50000-MinTheta-91-MaxTheta-179-SurfaceDepth-e3_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-50000-MinTheta-91-MaxTheta-179-SurfaceDepth-e4_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-50000-MinTheta-91-MaxTheta-179-SurfaceDepth-e5_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-50000-MinTheta-91-MaxTheta-179-SurfaceDepth-e6_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-60000-MinTheta-91-MaxTheta-179-SurfaceDepth-e2_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-60000-MinTheta-91-MaxTheta-179-SurfaceDepth-e3_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-60000-MinTheta-91-MaxTheta-179-SurfaceDepth-e4_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-60000-MinTheta-91-MaxTheta-179-SurfaceDepth-e5_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-60000-MinTheta-91-MaxTheta-179-SurfaceDepth-e6_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-70000-MinTheta-91-MaxTheta-179-SurfaceDepth-e2_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-70000-MinTheta-91-MaxTheta-179-SurfaceDepth-e3_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-70000-MinTheta-91-MaxTheta-179-SurfaceDepth-e4_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-70000-MinTheta-91-MaxTheta-179-SurfaceDepth-e5_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-70000-MinTheta-91-MaxTheta-179-SurfaceDepth-e6_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-80000-MinTheta-91-MaxTheta-179-SurfaceDepth-e2_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-80000-MinTheta-91-MaxTheta-179-SurfaceDepth-e3_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-80000-MinTheta-91-MaxTheta-179-SurfaceDepth-e4_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-80000-MinTheta-91-MaxTheta-179-SurfaceDepth-e5_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-80000-MinTheta-91-MaxTheta-179-SurfaceDepth-e6_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-90000-MinTheta-91-MaxTheta-179-SurfaceDepth-e2_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-90000-MinTheta-91-MaxTheta-179-SurfaceDepth-e3_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-90000-MinTheta-91-MaxTheta-179-SurfaceDepth-e4_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-90000-MinTheta-91-MaxTheta-179-SurfaceDepth-e5_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/sr/matched_muon/skimmed_matched_muon_sr_CosmicToMu_Par-MinP-90000-MinTheta-91-MaxTheta-179-SurfaceDepth-e6_cosmuogen_v5.0.0.root, 5.0.8, Signal, sr, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/vr1/matched_muon/skimmed_matched_muon_vr1_CosmicToMu_Par-MinP-1000-MinTheta-91-MaxTheta-179-SurfaceDepth-e2_cosmuogen_v5.0.0.root, 5.0.8, Signal, vr1, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/vr1/matched_muon/skimmed_matched_muon_vr1_CosmicToMu_Par-MinP-1000-MinTheta-91-MaxTheta-179-SurfaceDepth-e3_cosmuogen_v5.0.0.root, 5.0.8, Signal, vr1, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/vr1/matched_muon/skimmed_matched_muon_vr1_CosmicToMu_Par-MinP-1000-MinTheta-91-MaxTheta-179-SurfaceDepth-e4_cosmuogen_v5.0.0.root, 5.0.8, Signal, vr1, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/vr1/matched_muon/skimmed_matched_muon_vr1_CosmicToMu_Par-MinP-1000-MinTheta-91-MaxTheta-179-SurfaceDepth-e5_cosmuogen_v5.0.0.root, 5.0.8, Signal, vr1, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/vr1/matched_muon/skimmed_matched_muon_vr1_CosmicToMu_Par-MinP-10000-MinTheta-91-MaxTheta-179-SurfaceDepth-e2_cosmuogen_v5.0.0.root, 5.0.8, Signal, vr1, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/vr1/matched_muon/skimmed_matched_muon_vr1_CosmicToMu_Par-MinP-10000-MinTheta-91-MaxTheta-179-SurfaceDepth-e3_cosmuogen_v5.0.0.root, 5.0.8, Signal, vr1, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/vr1/matched_muon/skimmed_matched_muon_vr1_CosmicToMu_Par-MinP-10000-MinTheta-91-MaxTheta-179-SurfaceDepth-e4_cosmuogen_v5.0.0.root, 5.0.8, Signal, vr1, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/vr1/matched_muon/skimmed_matched_muon_vr1_CosmicToMu_Par-MinP-10000-MinTheta-91-MaxTheta-179-SurfaceDepth-e5_cosmuogen_v5.0.0.root, 5.0.8, Signal, vr1, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/vr1/matched_muon/skimmed_matched_muon_vr1_CosmicToMu_Par-MinP-10000-MinTheta-91-MaxTheta-179-SurfaceDepth-e6_cosmuogen_v5.0.0.root, 5.0.8, Signal, vr1, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/vr1/matched_muon/skimmed_matched_muon_vr1_CosmicToMu_Par-MinP-1500-MinTheta-91-MaxTheta-179-SurfaceDepth-e2_cosmuogen_v5.0.0.root, 5.0.8, Signal, vr1, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/vr1/matched_muon/skimmed_matched_muon_vr1_CosmicToMu_Par-MinP-1500-MinTheta-91-MaxTheta-179-SurfaceDepth-e3_cosmuogen_v5.0.0.root, 5.0.8, Signal, vr1, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/vr1/matched_muon/skimmed_matched_muon_vr1_CosmicToMu_Par-MinP-1500-MinTheta-91-MaxTheta-179-SurfaceDepth-e4_cosmuogen_v5.0.0.root, 5.0.8, Signal, vr1, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/vr1/matched_muon/skimmed_matched_muon_vr1_CosmicToMu_Par-MinP-1500-MinTheta-91-MaxTheta-179-SurfaceDepth-e5_cosmuogen_v5.0.0.root, 5.0.8, Signal, vr1, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/vr1/matched_muon/skimmed_matched_muon_vr1_CosmicToMu_Par-MinP-1500-MinTheta-91-MaxTheta-179-SurfaceDepth-e6_cosmuogen_v5.0.0.root, 5.0.8, Signal, vr1, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/vr1/matched_muon/skimmed_matched_muon_vr1_CosmicToMu_Par-MinP-2000-MinTheta-91-MaxTheta-179-SurfaceDepth-e2_cosmuogen_v5.0.0.root, 5.0.8, Signal, vr1, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/vr1/matched_muon/skimmed_matched_muon_vr1_CosmicToMu_Par-MinP-2000-MinTheta-91-MaxTheta-179-SurfaceDepth-e3_cosmuogen_v5.0.0.root, 5.0.8, Signal, vr1, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/vr1/matched_muon/skimmed_matched_muon_vr1_CosmicToMu_Par-MinP-2000-MinTheta-91-MaxTheta-179-SurfaceDepth-e4_cosmuogen_v5.0.0.root, 5.0.8, Signal, vr1, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/vr1/matched_muon/skimmed_matched_muon_vr1_CosmicToMu_Par-MinP-2000-MinTheta-91-MaxTheta-179-SurfaceDepth-e5_cosmuogen_v5.0.0.root, 5.0.8, Signal, vr1, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/vr1/matched_muon/skimmed_matched_muon_vr1_CosmicToMu_Par-MinP-2000-MinTheta-91-MaxTheta-179-SurfaceDepth-e6_cosmuogen_v5.0.0.root, 5.0.8, Signal, vr1, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/vr1/matched_muon/skimmed_matched_muon_vr1_CosmicToMu_Par-MinP-20000-MinTheta-91-MaxTheta-179-SurfaceDepth-e2_cosmuogen_v5.0.0.root, 5.0.8, Signal, vr1, matched_muon, Both
/ceph/cms/store/user/tvami/EarthAsDM/Ntuples/Ntuples_v5.0.0/Signal/vr1/matched_muon/skimmed_matched_muon_vr1_CosmicToMu_Par-MinP-20000-MinTheta-91-MaxTheta-179-SurfaceDepth-e3_cosmuogen_v5.0.0.root, 5.0.8, Signal, vr1, matched_muon, Both
